Probe Name,Class Name,,Avg Count,Min Count,Max Count,%CV,,20230616_210462891024_K1241-B_02.RCC,20230616_210462891024_K1628-B_03.RCC,20230616_210462891024_K1865-B_04.RCC,20230616_210462891024_K2032-B_05.RCC,20230616_210462891024_K2068-B_06.RCC,20230616_210462891024_K2323-B_07.RCC,20230616_210462891024_K2360-B_08.RCC,20230616_210462891024_K2520-B_09.RCC,20230616_210462891024_K2669-B_10.RCC,20230616_210462891024_K2742-B_11.RCC,20230616_210462891024_K2849-B_12.RCC,20230616_210462891024_K853-B_01.RCC,20230707_210462871024_K1241-Tx_09.RCC,20230707_210462871024_K1628-Tx_10.RCC,20230707_210462871024_K2032-Tx_11.RCC,20230707_210462871024_K2360-Tx_12.RCC,20230707_210462871024_K4106-B_01.RCC,20230707_210462871024_K4196-B_02.RCC,20230707_210462871024_K4258-B_03.RCC,20230707_210462871024_K4307-B_04.RCC,20230707_210462871024_K4360-B_05.RCC,20230707_210462871024_K4368-B_06.RCC,20230707_210462871024_K5046-B_07.RCC,20230707_210462871024_K853-Tx_08.RCC,20230707_210462881024_K2894-B_01.RCC,20230707_210462881024_K2917-B_02.RCC,20230707_210462881024_K3056-B_03.RCC,20230707_210462881024_K3566-B_04.RCC,20230707_210462881024_K3812-B_05.RCC,20230707_210462881024_K3953-B_06.RCC,20230707_210462881024_K3975-B_07.RCC,20230707_210462881024_K4010-B_08.RCC,20230707_210462881024_K4020-B_09.RCC,20230707_210462881024_K4023-B_10.RCC,20230707_210462881024_K4054-B_11.RCC,20230707_210462881024_K4093-B_12.RCC,20230707_210462901024_K2742-Tx_01.RCC,20230707_210462901024_K2849-Tx_02.RCC,20230707_210462901024_K2894-Tx_03.RCC,20230707_210462901024_K2917-Tx_04.RCC,20230707_210462901024_K3056-Tx_05.RCC,20230707_210462901024_K3566-Tx_06.RCC,20230707_210462901024_K3953-Tx_07.RCC,20230707_210462901024_K3975-Tx_08.RCC,20230707_210462901024_K4106-Tx_09.RCC,20230707_210462901024_K4258-Tx_10.RCC,20230707_210462901024_K4360-Tx_11.RCC,20230707_210462901024_K4368-Tx_12.RCC
,,,,,,,,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Treatment,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Treatment,Osteosarcoma : Treatment,Osteosarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Osteosarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Osteosarcoma : Treatment,Osteosarcoma : Treatment,Osteosarcoma : Treatment,Osteosarcoma : Treatment,Soft Tissue Sarcoma : Treatment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLRF1,Endogenous,,33.16,7.2,267.74,122.46,,115.2,37.24,47.12,31.27,18.61,21.65,20.36,29.7,7.2,8.32,24.38,33.87,9.89,21.54,28.3,10.98,267.74,10.6,25.77,22.53,10.57,10.17,78.12,77.67,10.6,15.8,15.72,14.7,36.24,24.49,18.31,8.11,21.54,8.33,74.34,27.01,26.1,23.67,43.68,12.21,19.16,46.85,28.64,24.99,30.2,46.88,34.65,10.68
KLRG1,Endogenous,,49.06,9.92,163.96,80.8,,161.28,37.24,69.1,24.64,54.65,22.59,83.7,22.27,53.46,33.26,16.26,45.17,16.19,32.74,12.38,92.76,152.99,28.63,23.43,33.38,11.45,25.43,91.05,95.59,45.06,47.41,18.57,47.77,18.72,12.78,33.57,34.65,55.29,28.73,153.87,35.11,48.33,33.45,29.12,79.38,17.42,163.96,49.09,21.42,47.97,36.06,47.65,9.92
KLRK1,Endogenous,,74.93,9.66,396.39,89.97,,115.2,51.2,138.21,49.28,60.47,30.12,27.15,39.6,58.95,24.95,26.41,71.51,100.74,19.82,16.8,26.85,396.39,127.78,46.85,80.11,20.25,29.24,213.81,77.67,79.52,39.51,38.57,69.81,9.66,42.58,56.45,29.49,112.01,49.55,188.44,54.01,30.93,82.85,91.01,79.38,45.29,210.81,65.46,107.09,71.06,28.85,129.94,35.1
LAG3,Endogenous,,132.76,11.29,1269.11,167.61,,69.12,27.93,75.39,924.03,210.48,79.07,27.15,136.11,183.7,33.26,60.96,11.29,61.16,19.82,1269.11,36.61,59.11,239.65,21.08,92.63,29.94,180.53,46.99,101.57,39.76,59.27,248.59,128.61,365.41,36.2,76.29,26.54,84.01,60.37,59.64,102.63,53.16,30.87,40.04,134.33,92.31,35.13,114.55,74.96,46.19,21.64,43.31,402.1
LAIR2,Endogenous,,141.76,31.6,332.8,56.18,,92.16,58.65,295.26,94.77,159.31,168.5,79.18,64.34,71.97,31.6,186.93,131.73,211.38,43.08,100.82,101.3,128.65,299.56,105.42,279.56,76.62,63.57,180.33,83.64,262.42,86.92,100.01,73.49,47.71,97.94,149.52,76.43,227.61,114.08,332.8,205.25,49.3,173.93,269.39,195.39,229.91,269.37,122.73,96.38,85.28,216.36,116.95,96.9
LAMP1,Endogenous,,4267.66,1298.84,10807.79,53.18,,10367.79,10423.94,4592.24,2939.84,3866.46,5178.4,5137.38,6615.03,3253.08,1298.84,8074.75,3455.17,2101.17,2132.42,2954.78,3154.97,1557.75,2385.85,2991.49,5211.55,5324.34,3032.12,3869.14,2389.77,3522.78,3125.33,10807.79,3832.47,3216.84,4907.82,4313.32,2199.62,3989.97,3424.11,4239.1,6883.98,1303,4432.55,2220.62,3394.98,4331.78,3689.17,3833.29,5368.62,2862.08,7421.28,7350.52,1868.59
LAMP2,Endogenous,,1286.97,320.97,4653.99,62.02,,4653.99,924.36,706.74,2055.61,812.83,2228.19,988.57,1114.88,579.88,320.97,1487.35,959.77,1334.82,814.2,1315.1,656.62,1053.56,1437.87,1007.31,2794.79,955.49,1284.04,997.39,716.93,1001.96,971.97,1835.83,573.22,643.25,983.69,1438.79,583.39,1090.65,636.19,1020.01,1434.05,402.11,1148.53,1186.76,1312.81,2401.9,1042.34,932.75,1920.42,1545.63,3609.67,1901.52,956.04
LAMP3,Endogenous,,150.71,6.77,2600.38,287.01,,69.12,17.69,983.15,14.22,24.42,41.42,24.88,32.17,19.19,9.98,30.48,26.35,33.28,13.79,21.23,20.75,118.22,27.04,21.08,16.69,15.85,16.53,2600.38,53.77,58.32,19.76,31.43,51.44,46.51,18.1,38.14,49.64,43.08,57.87,1350.22,29.71,6.77,329.33,83.73,48.85,24.38,351.35,61.37,7.14,175.88,39.67,47.65,12.21
LBP,Endogenous,,69.59,3.18,662.82,186.29,,92.16,5.59,25.13,10.42,662.82,16,13.57,19.8,3.77,13.3,28.45,56.46,10.79,112.01,38.91,8.54,20.86,3.18,199.12,20.03,22.02,278.42,5.87,101.57,23.86,43.46,18.57,40.42,5.44,6.39,7.63,5.16,8.62,12.49,12.97,529.33,16.43,5.15,47.32,24.42,13.93,93.69,28.64,14.28,275.37,46.88,86.63,204.48
LCK,Endogenous,,86.51,16.91,322.55,80.44,,322.55,35.37,135.07,29.38,113.96,58.36,61.08,39.6,49.69,24.95,48.77,71.51,41.38,26.71,34.49,86.65,288.6,126.72,49.19,65.09,24.66,29.24,173.87,179.23,79.52,67.17,42.86,91.86,16.91,36.2,64.08,31.45,71.8,43.72,238.58,91.82,27.07,69.47,120.13,97.7,62.7,245.94,147.28,78.53,76.39,64.91,121.28,48.83
LCN2,Endogenous,,31.34,2.7,194.72,127.77,,92.16,4.65,97.37,8.53,6.98,8.47,13.57,16.09,7.88,6.65,18.29,30.11,11.69,6.89,15.92,15.87,194.72,4.24,7.03,10.85,6.16,3.81,159.77,77.67,53.01,11.85,11.43,25.72,14.5,7.45,21.36,2.7,10.77,3.75,70.88,21.61,6.77,7.72,69.17,24.42,22.64,81.98,40.91,49.97,24.87,28.85,60.64,6.1
LCP1,Endogenous,,530.76,85.77,1901.98,75.77,,1359.33,480.33,1102.52,188.6,463.98,1106.09,260.15,269.75,235.79,123.07,369.8,270.99,366.98,174.04,212.26,339.3,1901.98,741.74,269.4,480.68,123.29,190.7,1325.74,244.95,482.43,197.56,495.74,352.75,85.77,208.66,401.27,340.1,544.97,485.05,1252.54,1034.35,170.12,460.03,447.76,592.29,947.52,960.35,433.65,410.5,1188.53,667.12,506.78,209.06
LGALS3,Endogenous,,2148.19,189.05,14438.35,117.28,,529.91,666.51,2010.28,2379.73,617.47,2832.54,581.38,1175.51,495.91,222.85,727.42,6917.87,3137.36,825.4,2479.85,484.53,3591.85,2218.84,944.06,2585.33,1293.66,1159.45,4009.52,10102.77,14438.35,1473.76,1481.52,654.06,189.05,514.2,1939.24,636.47,1150.25,652.43,3073.87,2236.15,327.68,1391.93,2544.61,1721.92,2037.87,2377.46,687.29,3148.35,3407.49,2441.31,1827.88,769.87
LIF,Endogenous,,147.67,3.67,1544.78,183.34,,115.2,91.23,91.09,5.69,37.21,83.78,124.42,50.73,73.34,68.18,18.29,188.19,77.35,23.26,22.99,36.61,100.84,60.97,86.68,19.19,230.73,125.86,95.74,83.64,222.66,15.8,120.01,3.67,88.18,141.59,1080.24,78.88,24.41,74.94,172.02,1544.78,25.13,62.78,160.18,79.38,53.99,128.83,135,67.82,92.38,82.94,701.7,19.84
LILRA1,Endogenous,,43.38,9.09,230.4,98.41,,230.4,22.34,78.53,13.27,19.77,21.65,40.72,30.93,9.6,23.28,34.54,41.4,18.89,29.29,29.19,43.94,90.4,34.99,21.08,24.2,17.61,15.26,28.78,119.49,47.71,59.27,24.29,55.12,13.29,19.16,16.78,9.09,16.51,11.66,35.44,62.12,25.13,20.58,58.25,61.06,55.74,199.1,73.64,42.83,44.41,39.67,30.32,21.36
LILRA4,Endogenous,,15.48,2.7,81.98,99.31,,69.12,4.65,31.41,11.37,6.98,7.53,4.52,6.19,5.14,11.64,14.22,22.58,5.4,6.89,6.19,17.09,31.29,7.95,18.74,13.35,3.52,6.36,13.51,47.8,10.6,23.71,15.72,18.37,6.64,5.32,7.63,2.7,6.46,10.41,11.24,27.01,14.5,7.72,7.28,18.32,8.71,81.98,16.36,17.85,14.21,18.03,8.66,9.92
LILRA5,Endogenous,,46.73,7.85,264.26,99.26,,115.2,45.61,91.09,18.95,33.72,65.89,15.84,17.32,12.34,24.95,36.57,71.51,9.89,40.49,27.42,21.97,264.26,44.54,21.08,17.52,12.33,20.34,102.21,53.77,18.55,39.51,52.86,22.05,7.85,24.49,62.56,8.11,38.05,29.56,89.9,175.54,16.43,19.55,32.76,30.53,76.64,105.4,45,46.4,28.43,54.09,21.66,12.21
LILRB1,Endogenous,,104.33,13.79,352.05,63.59,,184.32,67.02,103.66,49.28,56.98,187.33,36.19,29.7,43.53,23.28,83.31,82.8,112.43,13.79,64.56,102.52,128.65,352.05,49.19,224.48,31.7,33.05,183.85,59.74,60.97,75.07,90.01,106.56,48.32,79.85,99.17,81.83,91.91,77.86,219.56,205.25,67.66,123.5,109.21,177.08,144.57,175.67,192.28,89.24,101.27,147.85,64.97,74.77
LILRB2,Endogenous,,73.59,16.31,358.14,75.86,,46.08,55.85,109.94,18.95,47.68,114.85,27.15,21.04,28.79,24.95,67.05,101.62,46.77,42.22,38.03,58.58,358.14,86.95,35.14,100.98,28.18,48.31,93.39,77.67,60.97,31.61,72.86,84.51,16.31,45.78,102.23,27.77,95.5,41.22,114.97,178.24,31.9,53,80.09,79.38,137.6,117.12,135,57.11,42.64,104.58,99.62,44.25
LILRB3,Endogenous,,48.15,3.87,392.91,120.01,,69.12,32.58,109.94,6.63,27.91,83.78,40.72,11.14,15.77,9.98,36.57,60.22,19.79,26.71,24.76,37.84,392.91,37.64,39.82,47.57,14.09,22.88,69.31,53.77,82.17,27.66,22.86,18.37,4.83,37.26,59.5,9.34,38.77,19.99,74.34,135.03,3.87,14.92,32.76,73.27,47.03,70.27,40.91,57.11,42.64,39.67,51.98,15.26
LRP1,Endogenous,,2470.08,447.75,6356.81,59.93,,1244.14,447.75,1988.3,2980.59,738.41,2150.06,900.34,1740.99,778.66,1435.21,902.16,3850.37,2147.94,501.44,3978.91,883.64,1248.28,1596.4,2344.93,4086.62,3064.62,1737.91,2596.26,2634.73,3488.32,940.36,5391.75,1580.02,1503.93,5552.96,1922.46,6356.81,3656.1,1998.51,3012.49,2049.8,2411.71,2093.29,1416.1,2656.15,5152.15,2272.06,5563.79,5040.22,2046.62,2964.19,2516.59,998.77
LRRN3,Endogenous,,170.33,11.65,750.05,115.18,,69.12,14.89,292.12,47.39,24.42,100.73,38.46,376.16,11.65,287.71,526.26,37.64,276.14,24.99,31.84,20.75,48.68,63.09,93.7,51.74,158.51,33.05,425.27,23.9,55.66,19.76,750.05,683.45,70.06,36.2,671.33,109.6,147.91,150.72,197.09,151.24,464.94,312.35,91.01,12.21,67.93,210.81,69.55,514.02,81.72,183.91,30.32,16.02
LTA,Endogenous,,36.59,10.87,115.2,62.89,,115.2,18.62,37.69,12.32,48.84,26.36,54.29,11.14,12,23.28,22.35,45.17,33.28,23.26,22.99,36.61,76.5,22.8,39.82,24.2,22.9,22.88,26.43,71.69,39.76,27.66,24.29,44.09,10.87,13.84,28.99,14.5,17.23,13.32,40.63,37.81,20.3,21.1,101.93,48.85,64.45,58.56,45,74.96,53.3,39.67,47.65,16.79
LTB,Endogenous,,84.95,3.95,855.37,149.06,,138.24,49.34,153.91,26.54,103.49,33.89,56.55,33.41,31.87,6.65,34.54,105.39,48.57,28.43,28.3,51.26,855.37,40.29,28.11,21.7,9.69,34.33,81.65,107.54,182.9,3.95,28.57,102.89,11.48,13.84,67.13,27.52,77.54,35.81,218.7,72.92,15.47,56.09,174.74,73.27,97.54,152.25,69.55,67.82,245.17,54.09,86.63,32.81
LTBR,Endogenous,,705.8,340.16,1362.5,39.12,,391.67,830.34,713.02,347.81,561.65,465.03,753.3,426.9,385.56,552.13,1265.87,733.94,482.12,522.98,383.83,534.57,493.75,477.17,484.92,1311.02,551.28,889.93,711.92,866.29,1203.42,545.25,891.48,753.27,438.49,1147.64,1362.5,546.04,872.38,340.16,680.3,580.64,463.01,767.23,516.93,683.88,1210.53,726.12,924.57,1202.94,557.85,919.55,710.36,696.62
LTF,Endogenous,,80.92,4.26,1274.15,234.54,,92.16,10.24,194.75,17.06,26.75,19.77,251.1,25.98,16.79,28.27,38.61,41.4,50.37,19.82,147.69,47.6,365.1,8.48,39.82,19.19,14.09,8.9,214.98,71.69,34.46,39.51,11.43,29.4,105.09,4.26,35.09,11.3,15.08,13.32,1274.15,35.11,26.1,34.99,58.25,42.74,17.42,140.54,28.64,35.7,79.95,10.82,17.33,12.97
LTK,Endogenous,,64.25,4.33,332.95,120.62,,23.04,83.78,332.95,12.32,9.3,12.24,248.84,246.24,8.57,14.97,134.11,33.87,96.24,34.46,7.96,115.95,97.36,10.6,42.17,10.01,15.85,8.9,41.7,53.77,18.55,15.8,12.86,264.56,43.49,10.65,44.25,7.13,101.96,77.86,133.12,18.9,20.3,152.31,185.66,42.74,48.77,58.56,20.46,21.42,51.52,25.24,4.33,8.39
LY86,Endogenous,,100.55,27.15,241.42,60.63,,138.24,45.61,72.24,32.22,39.54,109.2,27.15,40.83,33.59,34.92,46.73,82.8,107.04,34.46,53.06,53.7,90.4,197.76,51.54,236.17,45.79,57.21,241.42,101.57,60.97,118.53,88.58,154.33,51.34,43.65,73.24,86.5,176.63,60.79,213.51,172.84,88.93,162.61,171.1,201.5,189.85,187.39,85.91,117.8,51.52,129.82,90.96,74.77
LY9,Endogenous,,148.91,19.17,1036.78,114.31,,1036.78,62.37,210.45,54.97,81.4,64.01,106.32,74.24,27.07,91.47,99.56,218.3,59.37,70.65,59.25,86.65,278.17,39.23,110.1,50.07,36.99,75.01,105.73,382.36,174.95,165.95,105.72,117.58,31.41,58.55,71.71,19.17,77.54,36.64,165.97,205.25,70.56,37.05,200.22,299.2,128.89,609.01,282.28,196.33,113.7,187.52,255.56,56.46
LY96,Endogenous,,393.56,43.24,1257.61,63.26,,622.07,374.21,185.32,361.08,705.85,674.95,239.79,139.82,116.18,43.24,337.29,255.94,503.7,250.72,280.35,333.19,382.48,1213.6,229.57,1257.61,311.75,350.89,283.12,460.03,373.75,260.77,474.31,143.3,94.83,156.5,454.68,226.82,649.08,220.25,490.99,680.57,93.76,334.99,353.11,726.62,532.98,269.37,306.83,442.63,364.2,663.52,446.14,218.22
LYN,Endogenous,,154.81,27.18,461.48,68.84,,276.47,78.19,197.89,50.23,100,179.8,461.48,123.74,139.83,29.93,99.56,90.33,93.55,51.7,56.6,425.95,354.67,287.36,74.96,380.54,52.84,54.67,240.24,119.49,100.73,67.17,217.16,187.4,27.18,119.24,77.81,77.41,173.76,113.66,248.09,253.86,67.66,207.89,58.25,189.29,238.62,292.79,163.64,71.39,110.15,201.94,64.97,80.88
MAF,Endogenous,,969.72,255.64,2781.81,55.69,,944.62,836.86,760.14,393.3,775.62,1096.68,866.41,339.04,315.64,439.04,436.86,1181.83,1281.75,623.79,761.47,958.09,1053.56,680.23,859.73,1319.37,621.73,757.71,521.6,591.47,1335.95,608.47,640.04,1153.78,495.87,2781.81,2302.37,1155.47,1099.99,255.64,1233.52,1658.2,574.17,565.52,1012.02,1013.61,2128.44,796.39,2037.33,1038.74,1144.12,1896.79,506.78,695.1
MAGEA1,Endogenous,,27.41,2.06,310.88,182.65,,23.04,8.38,12.56,10.42,4.65,138.38,20.36,7.42,2.06,14.97,310.88,22.58,16.19,6.03,13.27,48.82,17.39,14.32,7.03,12.52,5.28,3.81,61.09,53.77,21.21,15.8,5.71,25.72,5.44,12.78,9.15,2.21,3.59,3.33,10.37,13.5,10.63,133.27,54.61,18.32,19.16,23.42,16.36,17.85,8.88,18.03,25.99,5.34
MAGEA12,Endogenous,,34.17,3.69,161.28,109.25,,161.28,12.1,6.28,9.48,5.81,124.26,70.13,18.56,5.14,9.98,101.59,37.64,63.86,6.89,13.27,84.21,27.82,101.27,9.37,24.2,58.12,10.17,10.57,47.8,13.25,19.76,12.86,69.81,9.06,9.58,12.21,3.69,10.05,6.66,9.51,18.9,8.7,64.84,47.32,18.32,73.15,35.13,24.55,10.71,14.21,7.21,112.62,8.39
MAGEA3,Endogenous,,342.1,5,2944.22,188.78,,1474.53,10.24,18.85,6.63,11.63,1480.75,1058.69,9.9,7.88,16.63,2944.22,37.64,218.57,17.23,75.17,761.59,41.73,1163.77,16.4,329.63,1363.23,16.53,6.46,101.57,21.21,35.56,77.15,841.45,8.46,18.1,50.35,5.41,143.6,5,42.36,37.81,14.5,912.34,25.48,36.64,320.49,93.69,85.91,17.85,71.06,36.06,2321.67,9.16
MAGEA4,Endogenous,,11.7,1.9,35.13,71.28,,23.04,7.45,18.85,1.9,6.98,21.65,11.31,11.14,2.74,9.98,12.19,15.06,7.2,5.17,7.08,19.53,13.91,4.24,9.37,2.5,5.28,3.81,5.87,23.9,10.6,27.66,11.43,3.67,10.87,4.26,16.78,2.46,3.59,5.41,10.37,13.5,4.83,4.12,32.76,24.42,17.42,35.13,24.55,10.71,7.11,14.42,12.99,2.29
MAGEB2,Endogenous,,32.48,2.06,280.42,147.09,,115.2,11.17,15.71,9.48,6.98,51.77,27.15,9.9,2.06,18.29,16.26,22.58,174.5,17.23,7.96,39.06,27.82,22.27,4.69,15.86,82.78,12.71,14.1,47.8,26.51,19.76,17.14,14.7,3.62,12.78,9.15,6.14,12.92,4.16,17.29,16.2,26.1,8.75,61.89,30.53,280.42,70.27,32.73,28.56,14.21,18.03,43.31,10.68
MAGEC1,Endogenous,,29.59,1.72,168.5,118.61,,69.12,8.38,18.85,7.58,8.14,168.5,40.72,8.66,4.46,16.63,12.19,26.35,79.15,10.34,15.03,45.16,17.39,6.89,16.4,114.33,3.52,11.44,4.7,41.82,5.3,43.46,18.57,18.37,8.46,18.1,10.68,1.72,7.18,5.83,10.37,16.2,5.8,3.6,25.48,18.32,106.25,81.98,53.18,17.85,99.49,43.27,38.98,6.1
MAGEC2,Endogenous,,69.51,5.14,741.47,201.21,,276.47,8.38,12.56,15.16,12.79,21.65,58.82,11.14,5.14,8.32,69.08,41.4,13.49,12.06,601.39,46.38,41.73,27.57,28.11,172.74,10.57,6.36,7.64,101.57,15.9,23.71,741.47,55.12,8.46,21.29,39.67,5.41,11.49,9.16,62.24,27.01,7.73,11.32,72.81,42.74,264.75,46.85,73.64,24.99,67.51,68.52,17.33,6.87
MAP2K1,Endogenous,,459.82,146.68,887.09,34.23,,737.27,577.14,304.68,454.91,286.06,552.58,427.55,190.56,146.68,304.34,467.34,436.6,369.68,404.94,428.93,440.6,389.44,505.8,669.98,482.35,507.25,803.48,418.22,448.08,485.08,663.79,478.6,323.35,265.15,297.02,294.47,275.23,400.65,404.28,470.24,518.53,390.51,470.32,334.91,683.88,647.94,491.89,302.74,667.51,321.56,887.09,589.08,653.13
MAP2K2,Endogenous,,1280.92,589.74,2628.39,33.74,,1175.02,1603.9,1278.42,1052.92,1131.45,1093.86,1076.79,945.36,1304.04,1531.67,2499.23,1306.04,615.24,1129.54,1160.33,1056.95,1227.42,1727.36,2628.39,1205.04,812.83,1060.29,879.32,687.06,1320.05,1307.82,1955.83,1653.51,1096.84,2184.56,1655.45,782.19,1711.01,1267.8,1101.27,1650.1,1007.22,1241.15,589.74,1325.02,1729.58,819.82,1505.5,1167.25,1106.81,1244.09,1048.22,824.81
MAP2K4,Endogenous,,320.04,123.61,1534.5,70.19,,714.23,451.47,248.14,231.24,220.94,278.64,355.16,435.56,292.34,222.85,384.03,233.36,1534.5,405.81,131.78,197.72,260.78,372.19,360.76,233.66,226.32,183.07,218.51,173.26,235.91,659.83,252.87,312.33,275.42,384.32,236.49,265.4,376.95,238.99,242.04,175.54,220.39,219.21,283.95,787.68,161.98,199.1,364.1,246.3,257.6,176.7,298.87,123.61
MAP3K1,Endogenous,,276.54,82.1,894.62,60.32,,184.32,90.29,483.72,130.79,167.45,191.1,624.36,570.43,115.15,234.49,164.58,173.13,249.15,120.62,239.67,894.62,438.12,220.03,213.18,201.12,90.71,156.37,455.23,209.11,153.74,217.31,201.44,404.19,445.14,402.42,144.95,224.36,259.92,156.55,456.41,334.88,186.56,309.26,98.29,274.77,438.93,491.89,515.47,82.1,241.62,281.27,190.59,144.21
MAP3K5,Endogenous,,399.48,73.09,1075.67,60.51,,161.28,793.11,697.32,1075.67,225.59,369.01,237.53,358.84,434.57,139.7,162.55,263.47,404.76,459.22,428.05,225.79,698.9,186.63,210.83,278.73,73.09,359.79,629.68,197.16,416.16,213.36,234.3,124.93,201.73,206.53,770.51,763.76,404.96,94.93,857.5,637.36,253.25,260.89,323.99,457.96,836.05,702.7,278.19,728.19,435.26,378.64,147.27,375.4
MAP3K7,Endogenous,,746.76,373.11,1274.36,23.17,,990.7,982.07,540.26,1090.83,708.17,942.3,662.81,718.92,835.55,517.21,662.4,869.44,660.21,598.8,695.14,699.34,650.22,675.99,824.59,714.34,774.96,480.56,652.59,663.16,683.88,750.71,1274.36,929.64,899.34,704.77,575.21,1216.66,661.29,706.55,713.14,667.06,603.17,699.82,873.69,860.96,825.6,655.85,724.11,874.54,627.13,670.73,662.72,373.11
MAP4K2,Endogenous,,185.13,77.35,628.21,50.16,,115.2,110.77,628.21,201.86,136.05,167.56,325.75,91.57,135.03,111.42,142.23,135.5,77.35,196.44,188.38,311.23,305.99,92.78,114.79,163.56,191.98,195.78,335.99,167.28,196.15,98.78,268.59,209.44,223.48,173.53,175.46,164.89,125.65,128.65,332.8,224.15,142.09,142.02,101.93,122.12,135.86,222.52,163.64,114.23,211.41,144.24,225.24,196.85
MAPK1,Endogenous,,665.2,138.24,1268.51,40.18,,138.24,520.36,496.29,513.67,624.45,1141.87,475.05,311.82,251.56,367.53,274.31,511.88,950.74,790.07,594.32,838.48,837.98,918.29,705.12,675.12,1085.83,753.9,1078.45,471.98,302.18,817.88,741.47,499.73,648.08,658.99,399.75,1268.51,487.53,432.18,834.16,748.08,453.34,991.59,225.7,806,688,609.01,961.39,699.63,470.79,941.18,766.67,1150.61
MAPK11,Endogenous,,41.13,9.3,122.16,67.05,,69.12,29.79,40.83,33.17,9.3,19.77,122.16,29.7,59.63,56.54,24.38,48.93,11.69,20.68,62.79,96.42,59.11,12.19,18.74,20.03,18.49,29.24,28.19,95.59,31.81,47.41,55.72,44.09,34.43,10.65,120.53,25.8,22.26,11.66,38.03,24.31,28.03,17.5,50.96,42.74,62.7,93.69,32.73,53.54,23.1,18.03,47.65,20.6
MAPK14,Endogenous,,602.3,184.32,884.68,24.7,,184.32,481.26,716.16,876.64,612.82,786.03,506.72,845.13,435.25,439.04,406.38,662.43,662.91,635.85,783.58,556.54,796.26,491.49,798.82,579.15,406.85,434.8,706.04,454.06,614.96,474.13,565.75,521.77,562.31,884.68,706.43,565.69,628.97,746.11,777.98,650.86,501.67,558.83,509.65,445.74,600.91,702.7,777.29,667.51,621.8,710.4,450.47,405.15
MAPK3,Endogenous,,552.37,207.36,951.98,35.84,,207.36,496.16,914.05,407.52,777.94,454.68,832.48,384.82,273.49,602.02,329.17,658.67,353.49,530.74,552.75,951.98,605.02,528.07,618.44,428.94,479.95,434.8,884.02,477.95,596.41,426.72,642.9,929.64,528.49,359.84,453.15,796.69,364.03,282.71,943.94,321.38,714.33,526.41,455.04,525.12,724.58,913.51,331.37,367.66,604.04,443.55,632.4,445.59
MAPK8,Endogenous,,269.02,112.85,758.01,40.43,,437.75,378.87,266.99,194.28,218.61,289.94,285.03,456.59,244.02,179.61,390.12,191.95,357.09,184.38,157.42,377.13,173.86,273.05,349.05,252.86,372.51,237.74,279.01,274.82,140.49,244.97,260.02,304.98,263.94,167.14,276.16,403.01,161.55,147.39,232.53,232.26,202.02,198.11,112.85,213.71,306.55,269.37,253.64,314.12,152.79,284.88,758.01,189.99
MAPKAPK2,Endogenous,,612.78,184.1,1632.76,44.31,,622.07,1632.76,511.99,427.42,633.75,668.36,753.3,270.99,261.15,397.47,711.16,718.89,450.64,391.16,934.81,611.47,570.25,513.75,873.79,943.84,641.1,589.9,499.87,460.03,697.13,588.72,924.34,933.31,243.41,206.53,1319.78,798.16,506.2,440.92,510.87,432.11,328.65,461.57,484.17,549.55,755.93,351.35,184.1,899.53,570.28,695.97,771,669.92
MARCO,Endogenous,,214.43,3.69,1836.18,183.65,,23.04,35.37,719.3,29.38,44.19,253.22,72.39,59.39,48.32,11.64,73.15,90.33,13.49,122.34,24.76,13.43,100.84,105.51,70.28,121.84,88.94,15.26,1836.18,71.69,66.27,39.51,54.29,14.7,10.27,301.28,27.46,3.69,74.67,34.56,1634.61,399.7,8.7,295.37,101.93,24.42,33.09,854.95,290.46,196.33,655.56,1056.58,60.64,9.16
